,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
180,13,4.297285406,7.658227526,1,1,3,0,5,4,7.601402335,7.601402335,6.124683391,2,4,2,4,3,2,6.079933195,6,0,5.771441123,6.629363253,0,1,6.646390515,6.629363253,0,7.330405212,0,0,1.098612289,0.693147181,1.386294361,0.693147181,2,1.791759469,6,0.693147181,5,7.601402335,3,1.098612289,6.089044875,5,5,2,0,0,0,0,0,0,3,4,0,5,1,7.73280753,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,177000
181,6,4.007333185,8.934455109,1,1,3,0,6,5,7.560601163,7.576097341,0,3,4,1,4,3,3,5.866468057,6,0,6.091309882,6.677083461,2,1,6.80461452,6.80461452,0,7.497207223,0,0,0.693147181,0.693147181,1.609437912,0.693147181,3,2.302585093,6,0.693147181,2,7.560601163,3,0.693147181,5.379897354,1,5,2,0,0,3.713572067,0,0,0,3,4,0,6,0,7.861727078,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,200100
182,0,4.110873864,9.111734768,1,1,3,0,4,5,7.579678823,7.604396349,4.59511985,3,4,3,2,4,4,0,4,0,0,0,0,1,7.201170883,0,0,7.201170883,0,0,0.693147181,0,1.386294361,0.693147181,3,2.079441542,6,0.693147181,2,7.579678823,2,0.693147181,5.533389489,5,5,2,4.762173935,0,0,5.198497031,0,0,3,2,0,5,1,7.201170883,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120000
183,4,4.158883083,9.343734255,1,1,3,0,6,4,7.602900462,7.602900462,0,3,4,2,4,3,6,0,6,0,7.217443432,7.217443432,0,1,7.217443432,6.580639137,0,7.641564441,0,0,1.098612289,0.693147181,1.386294361,0.693147181,2,1.945910149,4,0,3,7.602900462,3,1.098612289,6.184148891,5,5,0,5.638354669,5.476463552,0,0,0,0,3,4,0,5,2,8.144679183,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,200000
184,4,4.532599493,8.91449171,1,1,0,0,4,7,7.554334824,7.596894438,0,3,4,1,4,3,6,0,6,0,6.224558429,6.224558429,2,1,6.842683282,5.758901774,0,7.133295955,0,0,0.693147181,0,1.386294361,0.693147181,3,1.791759469,6,0,3,7.594381243,3,1.098612289,6.357842267,5,5,2,4.65396035,0,0,0,0,0,3,2,0,5,0,7.471363088,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,127000
185,7,4.510859507,10.04111679,1,1,1,0,9,8,7.545918151,7.597897951,0,2,2,4,4,2,6,0,6,0,7.010311867,7.010311867,0,1,7.325807503,7.325807503,6.350885717,8.191186005,0,0,1.098612289,0.693147181,1.609437912,0.693147181,0,2.564949357,6,1.098612289,5,7.597897951,3,1.386294361,6.73459166,0,5,2,0,5.564520407,0,0,6.018593214,0,3,0,0,5,0,8.329416784,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,475000
186,8,4.317488114,9.205126805,1,1,0,0,6,4,7.596392304,7.596894438,0,3,4,2,4,0,2,6.416732283,6,0,6.359573869,7.080867897,0,1,7.104965448,0,0,7.104965448,0.693147181,0,1.098612289,0,1.386294361,0.693147181,2,1.945910149,6,0,3,7.596392304,3,1.098612289,6.210600077,5,5,2,5.129898715,3.33220451,0,0,0,0,3,0,0,5,3,7.785720897,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,173000
187,4,4.110873864,9.250618218,1,1,3,0,4,6,7.558516743,7.594884387,0,3,4,1,4,3,6,0,6,0,6.49375384,6.49375384,0,1,6.695798917,6.558197803,4.976733742,7.412764017,0,0,1.098612289,0.693147181,1.386294361,0.693147181,3,2.197224577,3,0,3,7.558516743,3,0.693147181,5.198497031,1,1,0,0,0,0,4.94875989,0,0,3,2,0,7,3,7.68386398,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,135000
188,10,4.17438727,8.856376037,1,1,3,0,4,4,7.590852124,7.590852124,5.620400866,3,4,2,4,0,2,6.991176887,6,0,0,6.991176887,4,1,7.110696123,0,0,7.110696123,1.098612289,0,0,1.098612289,1.098612289,1.098612289,3,1.945910149,6,1.098612289,5,7.590852124,3,1.098612289,6.270988432,5,5,2,4.795790546,0,0,0,0,0,3,4,0,5,3,7.74543561,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,153337
189,11,3.737669618,8.501876487,1,1,3,0,7,4,7.60190196,7.602401336,0,2,4,0,4,0,2,7.050989447,6,0,6.089044875,7.374001859,0,1,7.374001859,0,0,7.374001859,0.693147181,0,0.693147181,0.693147181,0,0.693147181,0,1.791759469,6,0.693147181,2,7.60190196,0,1.098612289,6.52649486,5,5,2,0,4.795790546,0,0,5.416100402,0,3,4,0,7,2,8.066835314,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,286000
190,6,4.262679877,9.265869682,1,1,3,1,7,7,7.566828479,7.598399329,0,2,4,2,1,3,5,5.697093487,6,0,6.32256524,6.749931194,4,1,7.34601021,7.072421901,0,7.911324019,0,0,1.098612289,0.693147181,1.386294361,0.693147181,2,2.397895273,0,1.098612289,5,7.566828479,3,1.098612289,6.089044875,5,5,2,0,4.317488114,0,0,0,0,3,4,0,11,1,8.18339737,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,315000
191,5,4.304065093,8.919051804,1,1,0,0,6,8,7.587310506,7.60339934,4.934473933,3,4,4,4,3,0,6.440946541,6,0,4.605170186,6.587550015,2,1,6.587550015,6.626717749,0,7.299797367,0.693147181,0,0.693147181,0.693147181,1.609437912,0.693147181,2,2.079441542,6,0,3,7.587310506,0,1.098612289,6.184148891,5,5,2,0,3.496507561,0,0,0,0,3,4,0,5,1,7.698482788,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,184000
192,0,4.234106505,9.106977859,1,1,0,0,6,4,7.60090246,7.60090246,0,2,4,2,4,0,2,6.329720906,6,0,6.770789424,7.266827348,0,1,7.266827348,0,0,7.266827348,0.693147181,0,1.098612289,0,1.386294361,0.693147181,2,1.945910149,6,0,3,7.60090246,0,1.098612289,6.502790046,5,5,2,0,3.583518938,0,0,0,0,3,4,0,8,3,7.959625305,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,192000
193,13,3.218875825,7.833203949,1,1,3,0,6,4,7.60339934,7.60339934,3.931825633,2,4,2,4,3,6,0,6,0,6.878326468,6.878326468,0,1,6.878326468,6.606650186,0,7.444248649,0,0,1.098612289,0,1.386294361,0.693147181,2,2.079441542,0,0,3,7.60339934,3,1.098612289,5.942799375,5,5,2,0,3.713572067,0,0,0,0,3,4,0,4,0,7.893572074,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,130000
194,0,4.110873864,8.879193928,1,1,0,0,4,6,7.587310506,7.587310506,0,3,4,4,4,0,0,5.96870756,6,0,6.163314804,6.762729507,4,1,6.762729507,0,0,6.762729507,0,0,0.693147181,0,1.386294361,0.693147181,3,1.791759469,6,0,3,7.595889918,3,0.693147181,5.866468057,5,5,2,0,0,0,0,0,0,3,4,0,4,2,7.455298486,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,127000
195,13,3.218875825,7.732369222,1,1,3,0,5,5,7.589335823,7.589335823,0,3,4,2,4,3,0,6.340359304,6,0,5.669880923,6.752270376,4,1,6.752270376,6.400257445,0,7.284134806,0,0,1.098612289,0.693147181,1.386294361,0.693147181,3,2.079441542,6,0.693147181,5,7.589335823,3,1.098612289,6.089044875,5,5,2,4.477336814,0,0,0,0,0,3,4,0,6,3,7.74586823,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,148500
196,0,4.382026635,9.150271846,1,1,3,0,6,4,7.604894481,7.604894481,5.327876169,0,4,0,4,3,2,7.027314514,6,0,6.398594935,7.454141078,0,1,7.454141078,0,0,7.454141078,0.693147181,0,1.098612289,0,1.386294361,0.693147181,0,2.197224577,6,0.693147181,2,7.604894481,0,1.386294361,6.668228248,5,5,2,5.147494477,4.934473933,0,0,5.587248658,0,3,4,0,8,1,8.146998697,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,311872
197,7,5.164785974,10.14329154,1,1,3,0,7,3,7.559559496,7.596392304,0,2,2,4,4,3,2,6.944087208,3,5.220355825,4.94875989,7.215975003,2,1,7.215975003,7.215975003,5.973809612,8.04334217,0.693147181,0.693147181,1.098612289,0,1.609437912,0.693147181,2,2.197224577,6,0.693147181,0,7.559559496,3,1.098612289,6.679599186,5,5,2,0,2.833213344,6.315358002,0,0,6.240275845,0,0,0,2,0,8.314097335,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,235000
198,7,4.532599493,8.616314282,1,1,3,0,5,5,7.556427969,7.576097341,0,3,4,4,4,3,6,0,6,0,6.628041376,6.628041376,0,1,6.835184586,6.835184586,5.918893854,7.709756864,0,0,0.693147181,0,1.791759469,0.693147181,3,2.197224577,6,0,3,0,1,0,0,3,3,2,0,5.293304825,3.433987204,0,0,0,3,2,0,6,3,7.868636894,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,104000
199,0,4.343805422,9.168684697,1,1,3,0,7,4,7.60339934,7.603897969,5.572154032,2,4,0,4,0,2,6.993015123,6,0,6.439350371,7.446585099,0,1,7.446585099,0,0,7.446585099,0.693147181,0,1.098612289,0,1.386294361,0.693147181,0,2.079441542,6,0.693147181,2,7.60339934,0,1.386294361,6.753437919,5,5,2,0,3.295836866,0,0,5.141663557,0,3,4,0,0,3,8.139440522,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,274900
200,0,4.394449155,9.053335623,1,1,3,0,3,4,7.602900462,7.60339934,0,3,4,2,4,3,6,0,6,0,7.022868086,7.022868086,0,1,7.022868086,0,0,7.022868086,0,0,1.098612289,0,1.098612289,0.693147181,3,1.791759469,6,0,3,7.602900462,2,1.098612289,6.089044875,5,5,2,4.890349128,4.17438727,0,0,0,0,3,4,0,2,4,7.715569535,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,140000
201,0,4.33073334,9.222861653,1,1,3,0,5,5,7.589841512,7.589841512,0,3,4,4,4,3,0,6.464588304,3,5.634789603,5.624017506,7.087573706,4,1,7.154615357,0,0,7.154615357,0,0.693147181,1.098612289,0,1.386294361,0.693147181,3,1.945910149,6,1.098612289,1,7.591357047,3,1.098612289,6.161207322,5,5,2,5.476463552,4.430816799,0,0,0,0,3,2,0,1,2,7.814399634,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,171500
